architecture,name,description,category,link,tipo_arquitectura,services
6LcSv9XocTY,Intuit: Serving 7 Million Customers Using Amazon Connect,"Transcribe and Comprehend - easy to use, cost effective, time saving. pay as you go model lets them to experiment well then spinning up as POC. pure serverless - helps as tax filing in US is high during few months of the year, huge peaks. Did the contact center in house which took them few months compared to few years(if not for AWS). Video mentions the use of kinesis for events but the graph does not depict that. Adding it to make it complete.","data_ingestion,interactive",https://www.youtube.com/watch?v=6LcSv9XocTY,,"['Lambda', 'ThirdParty', 'S3', 'Connect', 'Firehose', 'Comprehend', 'Transcribe', 'Athena', 'UserConsumerWeb']"
SpIlpGxuwFM,Northwestern Mutual: Reducing CI CD Cycle Time with Automation Using AWS CDK Serverless Architecture,"Northwestern Mutual: insuarance & financial services company
    System: build a serverless pipeline that allows developers to deploy architectures to AWS safely and securely
    After pushing to CDK, a change set is created, and validated (eg. whether secure, whether have access)
    Monitoring and logging are built into CDK
    Benefit of the system: quick deployment of infra and focus on business logic
    Future Plan: CloudFront static site for easy and safe deployment",other,https://www.youtube.com/watch?v=SpIlpGxuwFM,,"['Lambda', 'ThirdParty', 'CloudWatch', 'KinesisDataStream', 'UserCompanyDeveloper', 'SNS', 'ApiGateway', 'DynamoDB']"
nvhG60gFbso,JFrog: Distribute Software Artifacts securely using SaaS Solutions,use of secure components for private artifactory accessLess public components - less latencyRunning everything on one region - so cost for traffic is less expensiveAvailable on AWS Market place,interactive,https://www.youtube.com/watch?v=nvhG60gFbso,,"['VPC', 'ThirdParty', 'NLB', 'S3', 'TransitGateway', 'PrivateLink', 'EKS', 'DirectConnect', 'EC2', 'RDS']"
Kebb0LOVC28,Openfit: ChatOps with Slack and AWS Lambda,"Workout, Nutrition and Wellness platform. Code pipeline for CI/CD. ECR to store artifacts. Slack notification at every step. The video just describes how they are making use of Slack notifications to make approval process easy. chat ops model",control,https://www.youtube.com/watch?v=Kebb0LOVC28,,"['Lambda', 'CodePipeline', 'ThirdParty', 'CodeBuild', 'UserCompanyDeveloper', 'ECR', 'SNS', 'ApiGateway']"
7LziNjUTo7w,IHS Markit: Virtual Instructor-Led Trainings with IHS Markit (now part of S&P Global),"[VERY INTERESTING!]
    Virtual software training platform.
    The product is PETRA technical application, which requires high-end configurations with GPUs; use AWS AppStream to deliver the software.
    Students simply click streaming URL to access the software.
    Use Filesystem! Potentially because it is a high-end software.
    It is mentioned the software also runs on Desktop (but requires high-end GPUs and CPUs), which may imply why it uses FS.",interactive,https://www.youtube.com/watch?v=7LziNjUTo7w,HPC,"['Lambda', 'CloudFormation', 'FSX', 'AppStream', 'SystemsManager', 'UserConsumerWeb', 'EC2', 'RDS']"
iSkWd31X7zo,TechConnect: Tech Powered Sports with IoT  Machine Learning,"IOT devices embedded in sports equipment (bat/ball) send data on which some unspecified inference work is done using an ML model.
    The results are delivered to fans, coaches, and broadcasters. Therefore, the endpoint is a UserConsumerAPI.
    The same input data is also stored in an S3 and is potentially used for updating models.","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=iSkWd31X7zo,Edge,"['Lambda', 'Cognito', 'S3', 'KinesisDataStream', 'UserConsumerIOT', 'AppSync', 'UserConsumerAPI', 'Firehose', 'DynamoDB']"
5EmA67lSJEs,Extreme Reach: The AdBridge Platform on AWS Handles 80%+ of all Commercials in the US,mentions scale. how long they've been on cloud (2009). 100s of sqs.,"compute_intensive,interactive",https://www.youtube.com/watch?v=5EmA67lSJEs,Edge,"['S3', 'WAF', 'UserConsumerAPI', 'SQS', 'ELB', 'CloudFront', 'UserConsumerWeb', 'EC2']"
7dtomip_VXc,Akatsuki: Building Stable and Scalable Large Scale Game Servers with Amazon ECS (Japanese),"mobile gaming industry. 1000 containers being used. backend. they develop servers for the game. millions of users. heavy traffice, need autoscaling.EC2 instances with a startup event by Cloudwatch. Uses lambda to control number of ec2 instances. scale in 2 mins after detection.concurrent connectivity. million requests per minute - high load. 700 containers.5 different kinds of stress tests. performance, overload, scaling, fallover, long-run.have an auto-recovery system in place. handles unprecedented traffic.further improvements: automatic stress tests.",interactive,https://www.youtube.com/watch?v=7dtomip_VXc,,"['Lambda', 'CloudWatch', 'ECS', 'ALB', 'AutoScaling', 'UserConsumerMobile', 'Aurora', 'ElastiCache']"
LPZlrX2cNjo,RedBus: Building Optimized ML Models with Amazon SageMaker,Sagemakers BYOA(bring your own algo) to bring randon forest classifier to Sagemaker. Use of Sagemaker's Hyper Parameter optimization to improve the accuracy of the model. Without HPO - manual processes and this reduced time from week to a day. 30-35 Million reviews for the first time training in sagemaker. Future plans - Use of Sagemakers builtin algos.,compute_intensive,https://www.youtube.com/watch?v=LPZlrX2cNjo,,"['UserConsumerWeb', 'EC2', 'ThirdParty', 'SageMaker']"
F4KDOGNpSoI,Pernod Ricard: Shortening URLs on a Global Scale with Low Latency French,"Low latency URL shortening service.
    Video describes both the query, log management, and admin pipelines.
    They started with a proprietary solution but then built their AWS based architecture which is cost efficient.
    Transformation Lambda: converts IP to country, parses data like type of device, etc.","data_ingestion,interactive",https://www.youtube.com/watch?v=F4KDOGNpSoI,Edge,"['Lambda', 'Glue', 'S3', 'RDS', 'UserCompanyDeveloper', 'Firehose', 'LambdaAtEdge', 'CloudFront', 'Athena', 'UserConsumerMobile', 'ApiGateway', 'DynamoDB']"
aOZ4H98XROc,Cyxtera: How to Enable Secure Zero Trust Access to AWS Resources  Hybrid Architectures,56 datacenters. security around cloud computing.,data_ingestion,https://www.youtube.com/watch?v=aOZ4H98XROc,Edge,"['ThirdParty', 'VPC', 'IAM', 'UserConsumerEdge', 'AutoScaling', 'Route53', 'EC2', 'ApiGateway']"
U1kY6nSS2YQ,Amdocs: DevOps Ecosystem Setup for Telco using Kubernetes-Based Microservices Platform,"solutions for communications, telcos etc. MS360 microservices env. have environment for diff kinds of config.diff kinds for eg. 100 million load for production. modular approach. replication, resilience etc. use kubernetes. standardizing devOps. The video is too high-level.",other,https://www.youtube.com/watch?v=U1kY6nSS2YQ,,"['CloudFormation', 'ThirdParty', 'CloudWatch', 'UserCompanyDeveloper', 'EKS', 'EC2', 'RDS']"
gD8pzUnXgsU,Liberty Mutual: Moving Towards RealTime Financial Closing Using AWS,"Migration of on-premises financial closing system to AWS.
    on prem etl layer sends data to S3 on schedule.
    primary and secondary setup for HANA services.
    x1.32 large instances for HANA.
    perfomance: 10 hours to 1 hour.
    S3 to S3 cross region replication. for disaster recovery.
    CloudWatch for monitoring.
    Cloudformation builds the infrastructure in <1 hour, as opposed to months earlier.",data_ingestion,https://www.youtube.com/watch?v=gD8pzUnXgsU,,"['CloudFormation', 'ThirdParty', 'CloudWatch', 'S3', 'OnPremDC']"
JRDGId6N49E,TRI-AD: Large-Scale and High-Performance Distributed Training Platform,"autonomous driving. safe cars. high compute and storage framework. for scalbility, replication between 2 S3 between regions. service catalog reduces development time.challenges? data and ability to manage large amount of data. shortening sdlc.",compute_intensive,https://www.youtube.com/watch?v=JRDGId6N49E,HPC,"['ServiceCatalog', 'ThirdParty', 'CloudFormation', 'S3', 'EC2']"
FmhL2334GIY,New Relic: Automated Monitoring on AWS with New Relic Synthetics,"Synthetic testing: automated testing simulating customer
    The job workflow is repetitively run
    Private monitors need to be run manually by company developer",other,https://www.youtube.com/watch?v=FmhL2334GIY,,"['ECS', 'GlobalAccelerator', 'SQS', 'UserCompanyDeveloper', 'UserCompanyWebsite', 'EC2']"
Q6r_QbYXFpg,SynchroNet: Extending User Automation and Amazon WorkSpaces Provisioning with AWS Step Functions,"SynchroNet: Consulting partner that helps with provisioning and automation of Amazon workspace
    Administrator can setup workspace provisioning, end users can do self-service on workspace
    When starting workspace, the step function waits until the workspace is up and healthy before it sends invitation to user
    Scale: thousands of workspaces",other,https://www.youtube.com/watch?v=Q6r_QbYXFpg,,"['Lambda', 'ThirdParty', 'StepFunctions', 'Cognito', 'S3', 'WorkSpaces', 'SQS', 'ApiGateway', 'RDS']"
oTtPNgcZ05I,Roche: Enabling EnterpriseWide Analytics and ML with Automated Compliance,Internal Infra for data storage and analytics. It is healthcare data. So a GUI is used in between through which permissions for data access are manually approved or denied.,control,https://www.youtube.com/watch?v=oTtPNgcZ05I,,"['CloudFormation', 'ServiceCatalog', 'RedShift', 'ThirdParty', 'S3', 'EKS', 'Athena', 'UserCompanyAnalyst', 'LakeFormation', 'SageMaker']"
a6kqyqTNJM4,Seera Group: Transforming Online Travel Booking with Microservices,S3 for storing images. Lambda to determine where to route traffic. 250 micro services. Monitoring using the third party services deployed on EC2 and also the AWS services like cloud watch.,interactive,https://www.youtube.com/watch?v=a6kqyqTNJM4,Edge,"['Lambda', 'ThirdParty', 'CloudWatch', 'S3', 'EKS', 'CloudFront', 'UserConsumerWeb', 'EC2', 'RDS']"
oEmuI32GYww,LG Electronics  ThinQ: Data Lake Storage for Connected Devices,"appliances equipped with AI. wifi modules installed, scalability and safety were important. 
    its a datalake based on AWS used for storage and analysis. why iot core? for 24*7 stability.",data_ingestion,https://www.youtube.com/watch?v=oEmuI32GYww,Edge,"['Lambda', 'ThirdParty', 'S3', 'DynamoDB', 'UserConsumerEdge', 'Firehose', 'EC2', 'IoTCore', 'RDS']"
RxAmb57NCPM,Zalando: Highly Scalable Data Processing Pipeline,"data processing pipeline. online retail platform connecting various stakeholders. 28 million active users per month.
    built the pipeline with 9 people serving about 100 teams. they used nakadi which is an open source distributed event bus. 
    all microservices talk to it. nakadi mostly does batching. each lambda has incoming sqs and outgoing dlq so that if anything fails,
    can retry and recover. the lambda writes to S3 every hour or so. the second lambda is mostly for metadata. 
    third lambda is for daily partition. 2 mil lambda invocations/day can go upto 6 million.",data_ingestion,https://www.youtube.com/watch?v=RxAmb57NCPM,,"['Lambda', 'ThirdParty', 'S3', 'SQS', 'UserCompanyAPI', 'SNS']"
DkPPwq517aE,Enimbos:Creating a Saving Costs Management Platform using Serverless Compute Engine on AWS Span ,"Help companies use cloud, offer migration services, 24/7 support
    This system allows automation of routines in cloud (for both internal devs and customers)

    Fargate manages ECS instances (and saves cost of that)
    CloudWatch alarm triggers scaling (using replicas) of RDS, such that all read requests will only be on replicas
    CloudWatch events run at 1 minute frequency

    Future plan: 1) use Aurora for auto scaling instead of RDS replicas
    2) move from MySQL based RDBMS to NonSQL (DynamoDB)","interactive,control",https://www.youtube.com/watch?v=DkPPwq517aE,Edge,"['CloudWatch', 'S3', 'WAF', 'ECS', 'Fargate', 'SQS', 'CloudFront', 'UserConsumerWeb', 'ApiGateway', 'RDS']"
Yju3yReAQtc,Fortinet Uses AWS Serverless to Provide a Highly Available ControlPlane for their FortiWeb CloudWAF,"The architecture has multi regions of S3, API Gateway, Lambda and DynamoDB.
    Motivation is disaster recovery, satisfying different regulatory requirements in different countries, and serve customers in different geographical regions cost effectively
    DynamoDB is chosen because of easier data manipulation
    AWS ElasticSearch is used for faster lookups, faster filtering. The logging functionality is offloaded to ElasticSearch.
    Machine learning is used to detect anomalies and threats (not included in graph)
    This is control plane, and sends configuration to external cluster.",interactive,https://www.youtube.com/watch?v=Yju3yReAQtc,Edge,"['Lambda', 'S3', 'UserCompanyInternalPlatform', 'CloudFront', 'OpenSearch', 'ApiGateway', 'DynamoDB']"
AS2JeM2FUzE,Intellect Design Arena: Insurance Risk Assessment with Intellect FABRIC Data Services,"Purpose of system: User can match, aggregate, triangulate the data from different sources and forms
    The Kubernetes cluster is receiving one to two million messages upon each crawling.
    Has multiple services: crawling, deduplication and more.
    Elastic Cache is using Redis
    Moved from MongoDB on EC2 to MongoDB Atlas: overhead: needed to maintain snapshots, backups, regularatory compliance. Operation team was busy. MongoDB Atlas alleviates that. VPC required for regulatory.
    RDS is using Postgres
    Future Plan: Move from Kubernetes to EKS (completely serverless); move from Jupyter on EC2 to Sage Maker; move from MongoDB to Document DB","data_ingestion,interactive",https://www.youtube.com/watch?v=AS2JeM2FUzE,,"['VPCPeering', 'MongoDBAtlas', 'ELB', 'UserConsumerWeb', 'AmazonMQ', 'UserCompanyDataStream', 'EC2', 'ElastiCache', 'RDS']"
CDCLwX2fo2g,Ztore: Building a Recommendation System on AWS (Cantonese),why use fargate/ecs: because data engineers run most ofthe system and don't want to deal with infra. Why dynamodb? How dealwith scalability? Fargate engine. talks about scalability. (100x).talks about methods considered to load model into app.Uses the benefit the redeployability of ECS,"compute_intensive,interactive",https://www.youtube.com/watch?v=CDCLwX2fo2g,,"['CloudWatch', 'S3', 'ECS', 'ALB', 'UserConsumerMobile', 'EC2', 'DynamoDB']"
OmVQ6pNDbaY,Solarwinds: Monitoring Kubernetes Clusters on AWS,"This video describes the wide variety of options available for monitoring AWS Kubernetes clusters.
    Graph doesn't really have much information.
    Key Takeaways:
    * Widely used tools: Appoptics (traces), Prometheus (metrics), FluentD (logs)
    * The above run on the K8S nodes.
    * Aggregation point (centralised dashboards): Appoptics, Loggly, PaperTrail
    * CloudWatch also works well with the above mentioned solutions.",other,https://www.youtube.com/watch?v=OmVQ6pNDbaY,,"['EKS', 'CloudWatch']"
e3N5ZuHh7G0,Wag: Deploying BlueGreen Architecture for Increased Availability and Reduced Risk,"Want quick deploy and rollback systems. Previously need 10 mins for rolling deployment, new systems only take a few mins.
    Want to remove HA layer, whose only job is to query rounte53. If possible, just let alb_1 does so (if it supports so).
    The video is too high-level.",control,https://www.youtube.com/watch?v=e3N5ZuHh7G0,,"['ECS', 'ALB', 'ThirdParty', 'Route53']"
5CwIt-Alqhg,Accenture: Building a Blockchain Circular Supply Chain,"supply chain solution. blockchain and payments. sustainability. 
    data comes in whose threshold is written into the lambda functions. smart contracts used on EKS. several logistics solved by EKS.
    key management done on cloud for compliance (prevents crypto hacks), people dont lose key. Cloud HSM is used (provided by AWS). 
    DynamoDB usage? dont need to hit blockchain again and again. fetch from db. need real time view for clients. 
    future purpose: move data to s3 then to sagemaker to create training models.
    off chain db. used for visualiztion.",data_ingestion,https://www.youtube.com/watch?v=5CwIt-Alqhg,Edge,"['Lambda', 'CloudWatch', 'S3', 'UserCompanyAgent', 'ALB', 'EKS', 'CloudHSM', 'SNS', 'SageMaker', 'IoTCore', 'DynamoDB']"
Cgv0kfp_6xQ,Snap: Journey of a Snap on Snapchat Using AWS,"cost and data rich video. snapdb instead of using dynamodb directly.
    300M daily active users.
    900 clusters of EKS, each has 1000+ instances.
    Reduce p50 latency of sending a snap by 24%.",interactive,https://www.youtube.com/watch?v=Cgv0kfp_6xQ,Edge,"['S3', 'EKS', 'CloudFront', 'UserConsumerMobile', 'ElastiCache', 'DynamoDB']"
uhrheMJTV4A,Aizon: Seamlessly Integrating Data to Deliver Actionable Insights in Highly Regulated Industries,"SaaS platform to enable Pharma and Bio industry to use AI ML in compliance.
    TBs of data is generated per day.
    IOT to send data from manufacturing sites to cloud, as it facilitates in orchestrating the multiple manufacturing sites situated around the world.",data_ingestion,https://www.youtube.com/watch?v=uhrheMJTV4A,Edge,"['Lambda', 'Kinesis', 'Glue', 'S3', 'UserConsumerWeb', 'Athena', 'UserCompanyDataStream', 'OpenSearch', 'ApiGateway', 'IoTCore', 'DynamoDB']"
wzGYJ6BB0iY,Tata Global Beverages: How a Global CPG Enterprise Built a Secure Foundation for SAP,focus on uptime. lot of migration. on-prem connected to aws. load split up into 2 mumbai zones.,data_ingestion,https://www.youtube.com/watch?v=wzGYJ6BB0iY,,"['Lambda', 'ThirdParty', 'UserConsumerAPI', 'ALB', 'GuardDuty', 'UserConsumerMobile', 'UserCompanyDataStream', 'UserCompanyAPI']"
WYK-smWKywA,SGX: Building & Securing a One Stop App for Retail Investors on AWS,seamless scaling to deal with the request load,interactive,https://www.youtube.com/watch?v=WYK-smWKywA,Edge,"['Lambda', 'ThirdParty', 'WAF', 'S3', 'ELB', 'LambdaAtEdge', 'CloudFront', 'UserConsumerMobile', 'EC2', 'ElastiCache', 'ApiGateway']"
hf9nMAG9XoU,Taco Bell: Aurora as The Heart of the Menu Middleware and Data Integration Platform for Taco Bell,42 million customers. 100M combinations of pricing information is maintained in DB. Aurora - as it auto scales and also its ability to handle massible number of Lambdas. Cost effective.,control,https://www.youtube.com/watch?v=hf9nMAG9XoU,,"['Lambda', 'ThirdParty', 'Amplify', 'Aurora', 'UserCompanyDataStream', 'ApiGateway', 'StepFunctions']"
w-qGSyzDL6g,Zillow: Near Real-Time Natural Language Processing (NLP) for Customer Interactions,saving upto 75 percent on compute costsBatch + Lambda to scale ECS,data_ingestion,https://www.youtube.com/watch?v=w-qGSyzDL6g,HPC,"['Lambda', 'ThirdParty', 'S3', 'ECS', 'Firehose', 'Transcribe', 'UserCompanyAnalyst', 'UserCompanyDataStream', 'ECR', 'SNS', 'Batch']"
6iK4WNj6QqI,Ticketmaster: Active-Active Multi-Region Checkout for Ticket Purchases,"Checkout team. (critical usecase)
The entire architecture is replicated across regions. Common datastore is DynamoDB Global Tables.",interactive,https://www.youtube.com/watch?v=6iK4WNj6QqI,,"['Lambda', 'DynamoDB', 'AppSync', 'EKS', 'UserConsumerWeb', 'StepFunctions']"
hnMQFnTGr3I,Nanit: How Nanit Streams and Analyzes Video from Hundreds of Thousands of Cameras,"- Smart baby camera. WHAT ABOUT SECURITY?
    - Client side load balancing instead of ELB. (no idea why)","data_ingestion,interactive",https://www.youtube.com/watch?v=hnMQFnTGr3I,Edge,"['Lambda', 'UserConsumerCamera', 'S3', 'ALB', 'SQS', 'Route53', 'EKS', 'UserConsumerMobile', 'RDS']"
LxeSC3-xMlk,St. Louis University: Using Amazon Lex to Answer Students' Questions Through Alexa and a Mobile App,"12,000 students. 2000 faculty. amazon lex used. chatbot to answer student questions.why not alexa? something that covers more modes, not just questions, but also on website to answer questions. have most of the data in dynamodb. context-based talking.why dynamodb? so that gui interface for people to input data easily. ability to add questions in bulk and then test. elasticsearch helps in that.why elasticsearch? provides real-time scoring. comprehend allows to focus only on key terms. feedback mech.",interactive,https://www.youtube.com/watch?v=LxeSC3-xMlk,Edge,"['ThirdParty', 'Lex', 'UserConsumerAlexaGoogleHome', 'Comprehend', 'UserConsumerMobile', 'OpenSearch', 'SNS', 'DynamoDB']"
eEfWd4EgH_s,Homegate AG: A Serverless Real Estate Platform,"Company is a real state company which has around 100000 leased properties advertised, more than 9 million visits per month
    System is for leasing data ingestion
    Migrated to serverless to scale team and avoid managing infrastructure
    Migrated from monolithic db to dynamodb because it's managed, and it has fast provision
    Step functions are used for more efficient debugging (visualized), and easier future modification
    The final result in SNS is consumed by other services (eg. social media alert)
    The",data_ingestion,https://www.youtube.com/watch?v=eEfWd4EgH_s,,"['Lambda', 'StepFunctions', 'CloudWatch', 'UserCompanyDataStream', 'SNS', 'ApiGateway', 'DynamoDB']"
BZ32w0SSAoY,PixelStrings by Cinnafilm: A Flexible & Scalable Platform for Video Audio Optimization & Conversion,Video processing company.,compute_intensive,https://www.youtube.com/watch?v=BZ32w0SSAoY,,"['Lambda', 'ThirdParty', 'S3', 'UserConsumerWeb', 'EC2']"
XgJUsBDQILQ,Klika Tech and Stonehenge: Smart Apartments with Alexa  AWS IoT Special Episode,"UserConsumerIoT is a custom board running Amazon Free RTOS
    IoT device communicates with IoT core using MQTT with certificate-based authentication
    IoT Core has a shadow service that remembers the state of the device
    IoT Core has a device registry that stores information like location of device, etc.
    Reason for storing data in both ElasticSearch and IoTAnalytics is that the former provides real time data access, while the latter provides a more aggregated view

    The company also uses AWS for enterprise backup and restoration. 
    They also nightly backup financial data to a SQL instance for future presentation.",data_ingestion,https://www.youtube.com/watch?v=XgJUsBDQILQ,Edge,"['Lambda', 'IoTAnalytics', 'DynamoDB', 'UserConsumerIOT', 'QuickSight', 'AlexaForBusiness', 'OpenSearch', 'IoTCore', 'RDS']"
co4_t2gN1T8,AC3: Multi-stage Geospatial Data Lake with Step Functions (LIVE),"Converting manual process using spreadsheets to automated analytics. The geo spatial python libraries are huge and exceed the Lambda sizes - which is taken care by identifying the dependencies for different actions and splitting them up into multiple lambda functions. Concurrent request execution - 500 documents a day, 2 days faster to get the geo tiff file converted to land xml.",interactive,https://www.youtube.com/watch?v=co4_t2gN1T8,,"['Lambda', 'ThirdParty', 'S3', 'DynamoDB', 'UserCompanyDeveloper', 'SNS', 'ApiGateway', 'StepFunctions']"
aAYvbRhZFPo,Xero: Global Load Balancing for File Transfer Services LIVE,"Accounting platform: 120+ banks, 1.5m transactions statements per day
    Round robin across multiple regions (i.e. multiple sets of ELB, EC2, S3)
    Route53 does health check to choose region
    Plan: move to API based rather than SFTP based",data_ingestion,https://www.youtube.com/watch?v=aAYvbRhZFPo,,"['S3', 'SQS', 'ELB', 'Route53', 'EC2', 'SNS']"
0F7KDLz-kIQ,"Zigbang: A Hybrid API of Serverless and ECS, Infra as a Code via CDK","""Hybrid architecture with duplexing""
    Initially, only Lambda. Due to traffic and cost issues, started operating with ECS/Fargate.
    Uses 2 route53. The internal one is used to route requests to either the fargate cluster or ApiGateway. Internal route53 is used for weight distrubtion.
    Used Lambda to read CloudWatch logs and get load information. (building custom autoscaling mechanisms.)
    ECS insufficient to handle bursty traffic. Used lambda (""in order to prevent traffic loss during autoscaling""). while ECS was scaling out.
    Future: microservice architecture.",interactive,https://www.youtube.com/watch?v=0F7KDLz-kIQ,Edge,"['Lambda', 'CloudWatch', 'Fargate', 'DocumentDB', 'Route53', 'CloudFront', 'UserConsumerWeb', 'OpenSearch', 'ElastiCache', 'ApiGateway', 'RDS']"
Jz2RPRhF6Fs,Accolade: Security and Operational Excellence in Healthcare LIVE,"Healthcare data management. Security and authorisation is important.
    This video describes how they load balance between their cloud api and legacy api + perform authorised data access.",interactive,https://www.youtube.com/watch?v=Jz2RPRhF6Fs,Edge,"['Lambda', 'ThirdParty', 'ALB', 'ELB', 'LambdaAtEdge', 'CloudFront', 'UserConsumerMobile', 'ApiGateway', 'DynamoDB']"
jBffL9zUCSE,"The New York Times: Giving Developers the Freedom to Deploy, While Governing Cloud Services at Scale","Means to govern multiple AWS accounts + services.
    Central account holds runtime. Multiple accounts controlled by ControlTower.
    Infrastructure as code. (standardization for deployments)
    Common policies controlled by control tower (e.g. IAM policies for authentication, and logging)",control,https://www.youtube.com/watch?v=jBffL9zUCSE,,"['S3', 'ControlTower', 'TransitGateway', 'UserCompanyDeveloper', 'EKS', 'ECR', 'RDS']"
6sew_hdI6cY,Triboo: Hosting Magento on Containers Italian,"Service to host e-commerce websites via Megento.
    CloudFront -> EC2 path has a proprietary load balancer in between.
    They also use EFS and NFS.
    Not explicit but looks like this is SAAS. The third EC2 instance is independently managed by them via a VPN to monitor/control the deployment.",other,https://www.youtube.com/watch?v=6sew_hdI6cY,Edge,"['Lambda', 'RedShift', 'WAF', 'S3', 'EFS', 'Route53', 'EKS', 'CloudFront', 'Aurora', 'EC2', 'OpenSearch', 'ElastiCache', 'VPN']"
yVgxqT1vikk,Intent: Analyzing Billions of Customer Events Per Day Using Serverless,Billions of events per day. Data in avro format so that data follows same schema for downstream applications.,data_ingestion,https://www.youtube.com/watch?v=yVgxqT1vikk,,"['Lambda', 'Kinesis', 'S3', 'ECS', 'Firehose', 'Athena', 'UserCompanyDataStream', 'ApiGateway']"
XpFNznmRoQ0,Healthfirst: Wrangling Data the Event Driven Way,"health insurance. 1.4 million users in the medicaid and medicare space. different source of info. claim, member etc. real time transactions coming in. 40TB of data coming in.previously there on AWS too. cloudformation new feature. cloudformation is the kicking off factor.good usage as three different flow. reduces cost.why segment s3? data quality and integrity. now Ml also. use sagemaker.",data_ingestion,https://www.youtube.com/watch?v=XpFNznmRoQ0,,"['Lambda', 'CloudFormation', 'RedShift', 'Glue', 'S3', 'SQS', 'UserCompanyDataStream', 'SageMaker', 'StepFunctions']"
QnmmTIYZxNI,Adobe: Simplifying Networking Across Thousands of AWS Accounts with AWS Transit Gateway LIVE,"networking/infra challenge: uses lots of EKS. Main difficulty is handling 1000s of VPCs and AWS accounts.
    Originally had transit vpc, and hit its limits. Use Transit Gateway as regional hub.
    Solve challenge: optimize ip allocation.
    NLBs have another CIDR block.
    Services internal to VPCs use one CIDR block. These are reused.
    Video basically describes how they configured network access different VPCs and customers.",other,https://www.youtube.com/watch?v=QnmmTIYZxNI,,"['NAT', 'NLB', 'TransitGateway', 'PrivateLink', 'EKS', 'DirectConnect', 'EC2', 'VPN']"
0wnNlOg42dc,Spyne.AI: High-Quality Product Visuals at Scale with AI on AWS,,compute_intensive,https://www.youtube.com/watch?v=0wnNlOg42dc,,"['Lambda', 'S3', 'ECS', 'ALB', 'SQS', 'EC2', 'SageMaker', 'ApiGateway']"
U1P8vZTEB-k,GSR: A Crypto Market Maker and Ecosystem Partner,"global trading firm for cryptocurrencies. 45 exchanges around the world. need fast and secure. 
    kubernetes cllusters on top of ec2 instances. helps connectivity and availability. 
    direct connect which arent AWS linked instead of private link. store millions of market traits in the db.
     aurora allows scale and replication. elasticache for key value data. use efs to store tera bytes of market data on 
     daily basis. S3 >> EFS at simulations. higher throughput. EFS cannot sustain throughput.","compute_intensive,control",https://www.youtube.com/watch?v=U1P8vZTEB-k,HPC,"['ThirdParty', 'UserConsumerAPI', 'S3', 'PrivateLink', 'UserCompanyDeveloper', 'EFS', 'UserCompanyAnalyst', 'Aurora', 'Batch', 'DirectConnect', 'EC2', 'ElastiCache']"
HcmEFZukA-Y,7-Eleven: Innovation with Serverless for Cash-Based Digital Wallet,,interactive,https://www.youtube.com/watch?v=HcmEFZukA-Y,Edge,"['Lambda', 'UserConsumerPOS', 'ThirdParty', 'Pinpoint', 'EventBridge', 'SQS', 'MongoDBAtlas', 'UserConsumerMobile', 'ApiGateway']"
pwrdLJx0iAU,Cal Poly: Using DevOps  Security by Design to Manage Student Accounts,"CalPoly is a college using AWS for DevOps.
    Primary use of AWS infra is for access control, security, identity management, logging.
    AWS Virtual Private Cloud is also used in which there are two subnets Public and Private.
    22k students and 5k faculties work in this college.
    AWS Config to setup guardrails around access control and online security.",control,https://www.youtube.com/watch?v=pwrdLJx0iAU,,"['Lambda', 'CloudFormation', 'VPC', 'IAM', 'AWSConfig', 'CloudTrail']"
1kWxymroGeE,OutSystems: Decomposing a Data Monolith for Scale and MultiTenancy,"Data is key to monolith decomposition. This video talks about how data was split across services.    
    The interesting point is their design choice of tiering some of their data and offloading it to cheaper dynamodb from aurora.
    They don't quite go into the details though.
    All encrypted data is pushed straight to secrets manager.",control,https://www.youtube.com/watch?v=1kWxymroGeE,,"['S3', 'KMS', 'Aurora', 'SecretsManager', 'DynamoDB']"
wjtSHyENv0I,"Main Street America Insurance: The Independent Agent Portal, Breaking up the Monolith","Gradual migration from a java monolith to python serverless.
For functionalities that are not yet migrated, lambda makes API calls to the monolith.
Cost: able to shut down 25 on-prem servers.",interactive,https://www.youtube.com/watch?v=wjtSHyENv0I,Edge,"['Lambda', 'S3', 'CloudFront', 'UserConsumerWeb', 'EC2', 'ApiGateway', 'DynamoDB']"
aQFztbu0BG0,Discover Financial Services: Enabling a PCI Compliant Data Science Platform,use two accounts (PCI and PROD) to segregate data; PCI account only handles security and data processing; PROD account runs analytics and machine learning. PCI compliance is only required for PCI account,data_ingestion,https://www.youtube.com/watch?v=aQFztbu0BG0,,"['ThirdParty', 'S3', 'PrivateLink', 'TransferFamily', 'EC2', 'SNS']"
fppIOuRMI2g,Instructure: Elevating Digital Education to the Next-Level Event Driven CI/CD Deployments Globally,"learning platform. **Work replicated across regions**. SNS for fanout.
Flow: git -> CI/CD pipeline -> writes manifest to S3 -> SNS -> fanout to all regions -> lambda functions (reads from S3) -> DYNAMIC CLOUDFORMATION template files. -> deployment queued to SQS for fault tolerance & retry -> EKS",control,https://www.youtube.com/watch?v=fppIOuRMI2g,,"['Lambda', 'CloudFormation', 'S3', 'SQS', 'UserCompanyDeveloper', 'EKS', 'SNS']"
